1,89974,109520.976,19546.976
2,27688,43107.953,15419.953
3,2042145,2042145,0
4,169744,113022.321,-56721.679
5,34486,43105.212,8619.212
6,6684394,6684394,0
7,1492374,1487541.65,-4832.35
8,261751,247659.034,-14091.966
9,696373,626062.106,-70310.894
10,1173775,1151467.4,-22307.6
11,20397,56143.246,35746.246
12,1082594,1086500.7,3906.7
13,1371402,1354995.108,-16406.892
14,52229,52770.959,541.959
15,208093,178519.315,-29573.685
16,18086,28305.115,10219.115
17,47189,49220.118,2031.118
18,139511,121459.419,-18051.581
19,33950,96721.054,62771.054
20,141110,135812.233,-5297.767
21,706609,662976.63,-43632.37
22,14576,29006.446,14430.446
23,101707,84021.023,-17685.977
24,100916,98565.735,-2350.265
25,658342,654929.5,-3412.5
26,262969,270995.065,8026.065
27,71024,91812.826,20788.826
28,379375,371603.1,-7771.9
29,7826507,7826507,0
30,13416,39179.695,25763.695
31,23656,25962.259,2306.259
32,58076,67863.048,9787.048
33,503624,469512.3,-34111.7
34,79174,39215.995,-39958.005
35,469436,446629.267,-22806.733
36,813787,787122.25,-26664.75
37,132398,126514.207,-5883.793
38,11204,29300.744,18096.744
39,407450,398404.433,-9045.567
40,556944,536933.917,-20010.083
41,12494,24259.58,11765.58
42,37047,29006.446,-8040.554
43,194497,120067.061,-74429.939
44,405093,390378.517,-14714.483
45,421668,394302.167,-27365.833
46,572520,539809.633,-32710.367
47,105630,54546.985,-51083.015
48,5437,41905.406,36468.406
49,407095,381545.133,-25549.867
50,9540,43903.116,34363.116
51,316204,256358.603,-59845.397
52,477125,481769.1,4644.1
53,41918,56693.57,14775.57
54,8746,39107.759,30361.759
55,13715,34612.955,20897.955
56,202278,153684.271,-48593.729
57,1003041,994732.667,-8308.333
58,5202,21713.235,16511.235
59,109109,29006.446,-80102.554
60,11975,40123.936,28148.936
61,314947,276112.6,-38834.4
62,7784418,7784418,0
63,26208,31903.906,5695.906
64,261342,208479.914,-52862.086
65,165141,97254.6,-67886.4
66,12003643,12003643,0
67,306873,239081.685,-67791.315
68,8741,29006.446,20265.446
69,1242514,1207665.317,-34848.683
70,5727,24345.972,18618.972
71,4823,41905.406,37082.406
72,73602,29006.446,-44595.554
73,76258,92150.973,15892.973
74,222972,185466.321,-37505.679
75,21642,45630.244,23988.244
76,14507,53725.285,39218.285
77,36711,78383.211,41672.211
78,27931,54837.888,26906.888
79,2806766,2798057.75,-8708.25
80,440150,443716.838,3566.838
81,37522,64223.57,26701.57
82,5138790,5138790,0
83,291093,313317.733,22224.733
84,2484128,2485382.6,1254.6
85,328017,314345.7,-13671.3
86,43066,29006.446,-14059.554
87,1406027,1401487.6,-4539.4
88,5788875,5800348.767,11473.767
89,2095575,2069544.85,-26030.15
90,20697,73605.771,52908.771
91,1959777,1990499,30722
92,3109064,3109064,0
93,3546778,3557641.3,10863.3
94,1023927,1023530.567,-396.433
95,2644,40187.67,37543.67
96,2751639,2751639,0
97,199981,183185.399,-16795.601
98,17933,36859.28,18926.28
99,263126,211963.221,-51162.779
100,1996163,2004408.7,8245.7
101,3932,22343.988,18411.988
102,108166,103340.17,-4825.83
103,771146,747481.693,-23664.307
104,23089,29006.446,5917.446
105,135699,157395.904,21696.904
106,248964,192684.008,-56279.992
107,318113,260672.128,-57440.872
108,23463,90638.795,67175.795
109,168314,159197.495,-9116.505
110,2318973,2279043,-39930
111,88681,55965.221,-32715.779
112,243182,238302.798,-4879.202
113,40425,34934.138,-5490.862
114,2924,29300.744,26376.744
115,105999,94856.771,-11142.229
116,27033,39916.042,12883.042
117,1188870,1191808.6,2938.6
118,138431,78850.67,-59580.33
119,10795,25962.259,15167.259
120,17016,91383.26,74367.26
121,81568,56143.246,-25424.754
122,72288,101690.834,29402.834
123,150498,116987.69,-33510.31
124,63860,97613.296,33753.296
125,91826,91383.26,-442.74
126,2271,29006.446,26735.446
127,497086,508336.021,11250.021
128,1974046,1933935.867,-40110.133
129,58254,35736.089,-22517.911
130,998715,940848.425,-57866.575
131,38345,52679.317,14334.317
132,157577,116549.122,-41027.878
133,1076442,1075904.6,-537.4
134,46325,41772.41,-4552.59
135,20715,33894.731,13179.731
136,731248,734864.2,3616.2
137,1752641,1754719.45,2078.45
138,3625927,3626712.9,785.9
139,5033,41905.406,36872.406
140,184061,190471.057,6410.057
141,24647,37965.111,13318.111
142,152664,126586.842,-26077.158
143,89524,108399.317,18875.317
144,155943,143020.776,-12922.224
145,612185,611760.683,-424.317
146,833875,804803.668,-29071.332
147,259070,191413.048,-67656.952
148,1654997,1674451.4,19454.4
149,746260,703823.86,-42436.14
150,129202,58992.924,-70209.076
151,381703,371016.615,-10686.385
152,203845,186271.267,-17573.733
153,11642651,11608053.35,-34597.65
154,432675,409702.692,-22972.308
155,3521,41905.406,38384.406
156,8296,45784.448,37488.448
157,4289,41905.406,37616.406
158,4494,40187.67,35693.67
159,4540,26907.522,22367.522
160,2338,29300.744,26962.744
161,9842647,9842647,0
162,221160,197584.496,-23575.504
163,806777,822042.133,15265.133
164,12396,41430.156,29034.156
165,90246,128230.795,37984.795
166,2261026,2263040.15,2014.15
167,176420,167732.257,-8687.743
168,235467,223614.615,-11852.385
169,2005,41687.98,39682.98
170,2113,95706.626,93593.626
171,2722348,2714000.7,-8347.3
172,1283629,1287395.8,3766.8
173,821625,821625,0
174,5849739,5848025.067,-1713.933
175,36850,56636.709,19786.709
176,24966,39215.995,14249.995
177,481672,483429.383,1757.383
178,27487,52437.059,24950.059
179,24455,44661.445,20206.445
180,1544951,1549432.35,4481.35
181,2301309,2299294.85,-2014.15
182,497309,475905.55,-21403.45
183,274780,217922.286,-56857.714
184,254012,242567.395,-11444.605
185,3912191,3912191,0
186,58298,52695.493,-5602.507
187,186955,78524.889,-108430.111
188,255407,188820.827,-66586.173
189,1619,29006.446,27387.446
190,42406,94229.009,51823.009
191,45715,70850.891,25135.891
192,2851301,2851301,0
193,193860,184626.274,-9233.726
194,9738,21713.235,11975.235
195,111,29006.446,28895.446
196,55554,33716.706,-21837.294
197,702133,691075.36,-11057.64
198,4494136,4488138,-5998
199,8005345,8012430.95,7085.95
200,8493574,8526641.2,33067.2
201,43548356,43548356,0
202,68301,135372.446,67071.446
203,1094008,1095463,1455
204,2278,25463.671,23185.671
205,1404256,1403079.567,-1176.433
206,67490,123787.382,56297.382
207,307133,253201.35,-53931.65
208,107341,127813.081,20472.081
209,257349,228911.589,-28437.411
