@relation whatever-weka.filters.unsupervised.instance.RemoveWithValues-S0.0-Clast-Llast-M

@attribute gdp numeric
@attribute life_expectancy numeric
@attribute popdensity numeric
@attribute total_population numeric
@attribute m_out numeric
@attribute income_per_person numeric
@attribute year numeric
@attribute m_in numeric

@data
20736163915.2388,70.6,221.191127,75198975,1528171,2042,1995,49803
4258788725.44991,60.3,28.9148,15266147,485482,3644,1995,104345
3807067121.8609,46.9,12.447742,9253527,137375,2106,1995,232452
7111270700,56,30.200688,11683136,241881,2416,1995,393451
?,50.1,30.177894,19701940,4539970,962,2000,60918
3632043907.78974,74.7,112.738212,3121965,822676,5305,2000,68202
54790060512.8887,73.3,13.092805,31183658,1024745,9885,2000,241786
?,71.7,287.61,57522,3300,?,2000,24115
1401694155.6973,83.7,139.146809,65399,5628,31662,2000,41238
9129634978.33773,52.3,12.078798,15058638,870404,3387,2000,38485
783837851.851852,73.8,176.472727,77648,48197,19319,2000,22746
284203750000,74.2,13.540976,37057453,551769,11504,2000,1459713
1911563665.39006,71.3,108.046997,3076098,865553,2919,2000,620649
1873452513.96648,73.78,504.766667,90858,10911,43703,2000,26897
414951956289.644,79.8,2.493134,19107251,382411,35253,2000,4337890
196421706283.398,78.2,97.015815,8050884,473599,38548,2000,996547
5272617196.04517,66.5,97.43478,8117742,1628105,4459,2000,325050
9062906914.89362,73.7,939.232394,666855,47711,45063,2000,232683
53369787318.6245,64.9,1008.532988,131280739,5432953,1632,2000,775021
3121500000,74,627.530233,269838,94115,14677,2000,21831
12736856485.1068,68.1,49.324591,9952055,1697219,7300,2000,1123275
237904919845.218,77.8,338.548547,10268380,399119,37404,2000,837472
832072450,69,10.842262,247312,47141,7215,2000,35321
2569186642.86999,57.2,61.629709,6949366,320471,1525,2000,113401
3480219000,74.1,1236.66,64035,13873,51140,2000,16930
439158233.199822,65.9,14.175553,564187,120061,3596,2000,29673
8397912509.09679,67.6,7.698248,8339512,342847,4330,2000,91453
5505984455.95855,75.7,74.079648,3792878,1468394,6158,2000,81959
5788329609.15755,47.6,3.064209,1736579,26393,10250,2000,48400
655421153320.579,70.7,21.031766,175786441,963876,11461,2000,657613
?,?,137.62,20643,5430,?,2000,10155
6001153306.2645,75.9,62.723719,330554,44796,74475,2000,95333
13148099185.2305,71.6,73.851324,8000510,689584,9075,2000,41598
2632700362.73684,52.6,42.426696,11607944,1234174,1046,2000,485979
870486065.883137,46.7,263.515304,6767073,738397,723,2000,111921
3654031716.26881,60,69.102113,12197905,454941,1368,2000,140279
9287367235.25769,54.3,33.69447,15927713,161121,2404,2000,182879
742293448252.643,79.2,3.383699,30701903,1126223,37314,2000,5505346
539227277.626411,68.4,108.867742,438737,125299,3772,2000,10683
?,?,173.6875,41685,1259,56574,2000,19172
914500299.097034,45.3,5.981007,3726048,55328,848,2000,87922
1385058161.76746,51.5,6.62589,8343321,205856,998,2000,98689
6439703434.71024,?,766.623711,?,12826,?,2000,62987
79328640263.7676,77.3,20.403139,15170387,506404,14614,2000,177332
1205260678391.96,69.8,134.492481,1269974572,5753739,3678,2000,389735
99886577575.5444,73.3,36.416367,40403959,1421921,8414,2000,108894
203846427.782931,62.1,294.301988,547696,70493,1391,2000,12310
15946443103.2804,77.7,76.879162,3925450,103973,9564,2000,300336
21774273832.1031,74.2,79.16294,4428069,874862,15644,2000,480163
30565200000,76.2,103.508259,11116787,1027729,11268,2000,15263
?,?,301.486486,132101,57182,?,2000,0
9929632422.24317,77.7,102.087338,943287,153273,30005,2000,79394
61474265134.5364,75,132.717264,10263010,399123,21003,2000,220789
19088046305.7971,52.5,21.194356,3109269,831179,4623,2000,617393
164158800460.219,77.1,125.845298,5338283,217817,41693,2000,371026
551230861.856505,60,31.171786,722562,9039,2079,2000,94491
335845808.883564,73.7,92.905333,69679,47961,8091,2000,3225
23996100575.4896,73.3,177.206602,8562623,880284,7955,2000,354141
368000000,60.7,56.972764,847185,148379,1322,2000,9327
18327764882.4412,73.2,50.847947,12628596,438182,7444,2000,121958
99838543960.0763,69.7,68.64725,68334905,1704547,7807,2000,163927
13134100000,71.9,280.494015,5811836,928337,6266,2000,31586
1045998496.43872,52.9,18.926774,530896,55319,11768,2000,3650
706370815.584416,37.6,35.001545,3535156,509988,1446,2000,11295
5685773518.84272,70.4,32.955532,1399145,142142,14877,2000,248999
8242392103.68061,52.1,66.443603,66443603,442161,623,2000,549918
1062339943.83343,?,33.303009,46491,12408,?,2000,3426
233226300,66.6,153.471429,107430,16759,3167,2000,123507
1684109743.49338,64.2,44.401916,811223,131130,6444,2000,11120
125539893126.958,77.8,16.994021,5176482,315543,34517,2000,134418
1368438363736.87,79.1,111.242294,59387183,1524179,34774,2000,6278718
3447543137.9415,72.31,64.827049,237267,4335,?,2000,26321
5067865320.7979,59.3,4.779555,1231548,17885,17630,2000,190440
3057453482.55826,71.4,77.299766,4743591,967810,3269,2000,213606
1949953934033.54,78.1,235.596813,81895925,3336533,36953,2000,8658910
4983024408.14828,60,82.73268,18824994,468283,2273,2000,179184
?,?,2735.1,27351,8436,?,2000,6791
130133845771.144,78.6,83.830939,10954032,984654,25030,2000,1111665
1068024993.98697,67.8,0.136923,56174,13338,20499,2000,6629
520044370.37037,70.5,298.882353,101620,63123,9650,2000,4355
?,73.6,287.644444,155328,2840,?,2000,71382
19290566570.0483,68.8,109.076708,11688660,566298,6313,2000,48056
2995360969.16199,54.2,35.809722,8799165,350394,1139,2000,558348
370173851.946119,52.8,46.78005,1315455,77537,1330,2000,18937
712667896.727512,64.2,3.770475,742218,358038,5071,2000,7580
3953846310.66081,58.7,310.203266,8549202,792805,1734,2000,23992
7105542971.35243,70.5,55.796586,6243080,335077,3483,2000,28320
171668164082.555,80.36,6347.619048,6783502,683576,34017,2000,2305464
47169872903.4599,71.8,113.936298,10224113,417766,17707,2000,290701
8924735422.81469,80.5,2.805037,281214,26077,33599,2000,15892
476609148165.173,61.5,354.326858,1053481072,7952368,2548,2000,6286286
165021012261.411,67.5,116.771876,211540428,2334652,5878,2000,262999
109591707802.216,71.4,40.434781,65850062,825062,11719,2000,2638875
?,65.8,53.901161,23574751,1161698,11764,2000,188245
1563667799.61578,?,134.747368,76806,7367,?,2000,37337
132396684080.151,78.6,290.619224,6013711,299659,25739,2000,1532124
1141760021927.4,79.6,193.608201,57147081,3103588,36073,2000,2121688
10717022462.6859,52,51.943233,16517948,540814,3049,2000,1946601
8929375580.31569,74.4,239.09409,2600095,844604,8139,2000,22292
4731198760271.14,81,347.99177,125714674,702688,32193,2000,1648891
8457923955.68299,73.4,54.028513,4767476,367275,7695,2000,1925431
18291990619.137,64.9,5.513067,14956769,3566599,9706,2000,2871300
12705357103.0056,55.6,54.583793,31065820,307166,2143,2000,627427
67512697.124304,59.8,104.204938,84406,4047,1804,2000,1804
37711864406.7797,77.7,108.275533,1929470,112788,75219,2000,1086284
1369691955.02213,65.9,25.539103,4954850,568216,2075,2000,380737
1731198022.45494,56.1,23.149389,5342879,643221,2327,2000,17760
7934770567.78679,70.5,38.065953,2371481,238831,10859,2000,430178
17260364842.4544,75.9,316.26393,3235380,557494,12335,2000,689524
771261707.830197,50.7,61.140481,1856225,120497,1629,2000,3699
529064600,55.8,30.024585,2891968,262091,473,2000,135072
38270206950.41,74.8,3.033329,5337264,78675,22682,2000,567436
2483890593.70545,?,208.0125,33282,2711,?,2000,15389
11539211480.3625,72.1,55.83178,3486373,350501,12484,2000,203547
21375345494.7485,78.5,168.455598,436107,32205,81425,2000,139438
6101794938.88536,77.63,21595.35,431907,101497,40091,2000,223878
3877673539.09084,59.1,27.074339,15744811,76309,1446,2000,17227
1743506287.41519,45.4,118.723271,11193230,184770,632,2000,181962
93789736842.1053,73.3,71.285196,23420751,1202246,15695,2000,1166948
624337145.284622,73,953.333333,280384,1196,7134,2000,26021
2954129565.88305,53.5,9.053447,11046926,722660,1269,2000,138028
3957418082.79925,79.2,1191.759375,387180,104661,25841,2000,21358
110937729.4126,64.7,289.783333,52161,6844,2936,2000,1684
1293654175.2102,63.8,2.63066,2711421,105587,2738,2000,55481
4582562398.66894,71.4,584.666502,1185143,115984,11349,2000,14512
683647980782.407,74.6,52.886437,102808590,9329236,14704,2000,536112
1288420222.94787,68.6,126.73998,4201088,602885,2329,2000,240069
2647883820.18625,?,16040.5,32081,5031,50200,2000,11614
1136896162.17581,62.5,1.54319,2397438,30535,4655,2000,7368
984279598.325251,73.3,44.977695,613557,181128,9803,2000,0
38857251336.3448,71.5,64.867921,28950553,1947544,4430,2000,42500
5016469068.50898,52.3,23.226094,18264536,636775,583,2000,113222
?,60.8,72.940893,47669791,1121782,2069,2000,85376
3908661517.62299,54,2.305327,1897953,48723,6111,2000,131616
?,?,502.1,10042,1583,8671,2000,2206
5494252207.90502,65.2,165.609662,23740145,970932,1577,2000,680689
412807259996.315,78.1,471.727281,15894016,754428,41771,2000,1552220
2682347064.3642,73.46,11.664661,209997,4937,?,2000,46612
52623281956.7031,78.4,14.650792,3858234,489183,27963,2000,645015
5107329007.0922,76,41.771581,5026792,496553,3424,2000,29063
1798374468.36362,52.4,8.861232,11224523,193665,778,2000,112419
46385996028.9482,55.2,134.915207,122876723,596678,2836,2000,437977
?,59.1,189.687053,22840218,72057,1287,2000,32202
?,75.5,148.769565,68434,2772,?,2000,38613
171315639982.731,78.6,12.295766,4491572,163412,58699,2000,278008
19507412223.6671,75.2,7.235551,2239403,15606,45472,2000,596366
73952374969.7995,62.3,179.341126,138250487,3392645,3366,2000,4178579
149300000,?,41.682609,19174,4009,12894,2000,5714
12303975900,76.5,40.741875,3028751,134702,9954,2000,82912
3521348154.79666,57.5,11.866915,5374051,4460,1856,2000,23805
8195993230.74275,74.2,13.346849,5302703,374501,6031,2000,172346
50980861887.1601,74.6,20.245996,25914875,691465,6485,2000,65323
81026297144.2795,69.1,261.368505,77932247,3031119,4243,2000,233520
171885598582.637,73.8,124.909821,38486305,2059493,14565,2000,785539
118358489957.619,76.8,112.457902,10278542,2174444,26147,2000,646280
61701810000,75.6,429.605975,3796981,1562393,32484,2000,344921
17759890109.8901,74.7,51.115676,593453,14716,112238,2000,349667
99833960199.005,77.8,55.235506,3841574,817399,41198,2000,350552
3772851420.24763,72.9,79.121156,2012051,530867,8543,2000,124336
3219910666.03357,54.3,9.104741,48048664,129315,531,2000,299391
37438527799.5302,71.1,97.701323,22128139,1135857,9970,2000,112260
259708496267.33,65.1,8.948997,146400951,10812562,13173,2000,11891623
1734938190.25841,49.2,325.167207,8021875,321694,764,2000,337752
420086753.420087,?,175.169231,45544,31121,19086,2000,2784
780895370.37037,72,257.293443,156949,39273,9980,2000,6415
396270000,69.1,276.658974,107897,53175,7571,2000,4036
269019710.327456,70.8,61.70106,174614,94163,4326,2000,5682
773907642.414748,?,457,27420,3503,51350,2000,3896
?,64.6,142.879167,137164,24849,2157,2000,4277
188441866666.667,76.8,9.951329,21392273,153365,37531,2000,5086745
4679604753.55711,59.7,51.2158,9860578,387983,1916,2000,197885
6540247190.33529,72.1,85.940384,9463306,1132817,7741,2000,856060
614879764.780006,70.9,176.371739,81154,9290,18453,2000,6095
635874002.198748,51.5,56.258091,4060709,507998,1006,2000,97244
95833932714.6172,78.3,6011.771642,3918183,185913,51663,2000,1218865
29114875621.8905,73.3,112.031601,5386065,251864,15242,2000,115885
20342197589.3242,76.1,98.754965,1988652,118740,22488,2000,170885
435101217.518415,61.7,14.731547,412336,2761,1731,2000,3711
?,50.7,11.772589,7385416,1003535,603,2000,555
136361791002.623,56.4,36.27101,44896856,510696,9927,2000,968186
561633037419.537,76.3,487.332687,46206271,1930230,20757,2000,233371
?,54.4,?,6692999,342628,2684,2000,0
595402616546.895,79.2,80.687808,40749800,1296623,30647,2000,1646790
16330814179.9766,72.4,297.480466,18783745,980194,4946,2000,38504
?,?,521.764706,27330,19733,?,2000,0
12257418326.0734,62.4,14.634959,28079664,859202,2258,2000,767247
892164393.939394,69.7,3.081737,480751,213169,9908,2000,16143
1524496383.18107,48.8,61.843895,1063715,33647,5257,2000,19504
259802012617.057,79.7,21.62136,8872284,257059,36816,2000,916621
271659728209.379,79.8,181.769305,7165581,367241,49083,2000,1468417
19325894913.1254,74.4,88.987104,16354050,705114,5188,2000,296740
860550294.273467,65.8,44.199428,6186152,501267,1186,2000,298933
10185786382.8283,54.3,38.373888,33991590,219819,1488,2000,920393
126392308497.749,70.7,122.713935,62693322,526580,8939,2000,1257759
6327552000,70.2,29.759341,297891,33725,25858,2000,36041
782915402.421095,63.6,121.42915,1228863,39930,1564,2000,177198
1294250233.18894,56.7,89.625575,4874735,263575,1305,2000,124475
188623258.458914,69.6,135.969444,97898,46296,4605,2000,1039
8154338232.95978,69.5,247.169591,1267980,302802,17721,2000,37801
21473188881.5933,75,61.486226,9699192,480116,7464,2000,29634
266567532789.507,73.8,82.169558,63240157,2812148,13025,2000,1175736
2904662604.82053,63.7,9.578914,4501419,224559,5351,2000,215691
?,?,19.869474,18876,759,16099,2000,7318
13741844.591147,?,313.966667,9419,2601,3064,2000,164
?,77.57,310.397143,108511,4007,?,2000,53509
6193246837.09687,49.1,118.901136,23757636,552537,1042,2000,631630
31261718319.1794,67.3,84.88107,48746269,5607505,4809,2000,5137559
104337372362.151,73.3,36.484785,3050128,110945,108048,2000,2377888
1554801028899.98,77.8,243.427909,58867004,3849649,32543,2000,4692050
10284779000000,76.9,30.797301,282895741,1988212,45986,2000,32512463
22823255801.8447,74.6,18.976357,3321242,234865,12876,2000,81477
13760374487.51,67.6,57.946403,24518222,1606869,2471,2000,1323853
272014693.050806,62.5,15.181132,185058,6459,2823,2000,1361
117147614565.563,73.8,27.755203,24481477,317323,14461,2000,1013437
33640085727.512,72,249.568893,80285563,1849385,2650,2000,53376
9636342274.82408,62.4,33.704981,17795219,528854,4017,2000,112692
3600683039.73254,44.8,14.239121,10585220,160100,2202,2000,315441
6689957600,47.9,32.312217,12499981,310482,2521,2000,361939
6275076016.47174,52,37.373936,24399948,3832306,1146,2005,67045
8158548716.52941,76.2,109.908285,3082172,964622,7075,2005,57570
103198229168.23,74.8,13.967892,33267887,1590084,12077,2005,235808
?,72,295.585,59117,2733,?,2005,23552
3248134606.77511,84.3,172.814894,81223,5769,39787,2005,48526
28233712830.9035,55.2,14.368286,17912942,679427,4667,2005,51477
997374111.111111,74.9,187.647727,82565,54533,21414,2005,24408
220813784300.124,75.3,14.303955,39145491,807217,12039,2005,1613729
4900469515.07252,71.8,105.898033,3014917,889547,5297,2005,439319
2331005586.59218,74.32,555.727778,100031,12912,40737,2005,30144
693075477371.824,81.2,2.654778,20274282,428607,38840,2005,4825070
314648986444.472,79.5,99.634645,8234858,509821,40875,2005,1136270
13245421880.834,68.2,101.522502,8563398,1447042,8052,2005,299730
15968726861.7021,76.1,1171.640541,867014,49851,44031,2005,392112
69442943089.4309,67.1,1098.025497,142929979,5761972,1934,2005,942533
3897500000,75,637.239535,274013,92114,15128,2005,20652
30210091836.8294,68.7,47.640882,9640616,1593486,10851,2005,1106673
387365999253.824,79.1,346.057365,10561436,440486,39881,2005,854807
1114202700,70,12.419071,283279,50588,8202,2005,40138
4803702821.08055,58.6,72.564402,8182362,400728,1584,2005,145428
4868136000,76.4,1283.08,65124,14693,56017,2005,17393
818869145.124717,69.3,17.08327,651163,117860,4565,2005,37191
9549077869.10651,70.2,8.42371,9125405,543973,4578,2005,105693
11225138297.1959,77,74.870645,3833377,1504971,7751,2005,46518
9931134940.51346,49.3,3.289049,1864003,30883,11460,2005,77166
891629970423.924,72.4,22.550381,188479240,1212059,12373,2005,622082
?,?,154.46,23169,5869,?,2005,11635
9531402847.87311,76.7,68.669639,361889,44592,74441,2005,97457
29821662537.3229,72.6,71.243557,7682614,913740,12359,2005,59498
5462709498.45119,55.9,49.056758,13421929,1312941,1232,2005,557720
1117257279.46188,54.7,308.964681,7934213,616787,692,2005,156940
6293046162.12584,64,75.4592,13320058,668456,1957,2005,109499
16587858856.6778,54.9,38.346976,18126999,211052,2532,2005,241660
1169357979864.66,80.2,3.553303,32256333,1167150,40284,2005,6071889
971977088.156914,69.3,117.673449,474224,141382,4604,2005,11813
?,?,202.595833,48623,1268,55970,2005,21579
1350301057.06866,45.5,6.510013,4055608,131192,853,2005,67223
6646663021.43571,53,7.995499,10067932,202232,1803,2005,342974
8827272727.27273,?,795.350515,?,14847,?,2005,68807
124404150138.227,78.2,21.648794,16096571,537597,16985,2005,273384
2268598904116.28,71.9,138.867766,1305600630,7192592,5675,2005,548425
146566266310.57,75.1,39.013642,43285636,1865899,9286,2005,106966
380372892.606774,66,332.41913,618632,96141,1498,2005,11783
19964925502.6464,79,83.193165,4247843,116390,10629,2005,197870
45416076680.8707,75.7,79.378127,4378056,853147,19420,2005,516819
42644200000,77.1,105.797182,11261052,1134184,14200,2005,15197
?,?,310.040541,129398,67407,?,2005,0
18270009451.3257,79,111.751732,1032586,153672,33592,2005,116207
135990215966.674,76.2,132.166917,10230877,633471,25571,2005,322540
11964484667.9102,56.7,24.741199,3503086,1080208,4978,2005,493844
264559522419.917,78.3,127.72642,5417692,226916,43919,2005,440383
708633194.726566,60.7,33.580932,778406,12207,2240,2005,86580
370370370.37037,74.2,94.056,70542,63379,8764,2005,3958
34004081037.3447,73.3,191.174772,9237565,1002930,8772,2005,371237
491000000,67.5,65.850773,989497,94532,1301,2005,9930
41507085000,74.1,55.30372,13735232,979264,8582,2005,152503
89685725230.2517,70.1,75.28466,74942115,1898046,8556,2005,262661
17093800000,73,287.027317,5947206,1090590,6907,2005,35894
8217369092.65224,56,22.312513,625866,67673,36200,2005,5325
1098425900.74116,59.9,41.497752,4191273,289428,1332,2005,12391
14006093769.4317,72.5,31.959778,1355662,151554,21651,2005,233186
12401139453.9738,56.1,76.608431,76608431,519482,738,2005,462542
1730891409.07567,?,34.625358,48337,12530,?,2005,4372
249845600,67.6,151.711429,106198,18153,3301,2005,121906
3006725014.78415,64.8,44.981938,821820,155666,7169,2005,10829
204436015420.968,79,17.223468,5246368,303595,38700,2005,190386
2203678646934.46,80.4,115.384282,61241700,1704429,36395,2005,6737600
?,74.13,69.640437,254884,2751,?,2005,28086
9458884812.18106,60.1,5.34706,1377777,41071,17069,2005,208505
6410941012.59189,71.8,73.305574,4475273,886964,4716,2005,195345
2861410272354.18,79.4,236.464681,81246801,3571706,37901,2005,10131345
10731634116.7384,60.8,94.003314,21389514,559317,2558,2005,286975
?,?,2908,29080,9666,?,2005,7492
247783001865.44,79.6,85.239054,11069662,894272,29768,2005,1190707
1650283229.19637,69.1,0.138714,56953,14796,21846,2005,6533
695370296.296296,70.3,302.797059,102951,63879,11892,2005,4557
?,73.1,293.335185,158401,2684,?,2005,72168
27211377220.0677,69.8,123.026362,13183505,718278,6475,2005,57179
2937071767.25576,56,39.34976,9669023,370891,1210,2005,226466
586791836.059541,52.9,52.019346,1462784,85078,1299,2005,19654
824880550.343965,64.4,3.771882,742495,386964,5140,2005,9984
4310358095.62898,60,336.117888,9263409,957724,1562,2005,28304
9672035709.39793,71.2,61.49058,6880181,438276,3952,2005,27737
181570082162.19,81.92,6488.761905,6842465,798532,40923,2005,2524034
112530908271.016,73.1,112.566287,10095964,475156,22029,2005,359080
16749309720.1251,81.7,2.95994,296745,28804,39108,2005,25492
834214699568.14,63.6,384.881657,1144326293,9618037,3262,2005,5808175
285868619205.805,68.7,124.894265,226254703,2714257,6892,2005,258386
219845971945.264,71.9,43.058006,70122115,890692,14452,2005,2288550
49954890353.2609,65.7,61.773126,27017712,1474570,10489,2005,107373
2971167185.35511,?,140.95614,80345,8511,?,2005,39596
142837533703.233,79.7,320.244917,6603677,314659,25891,2005,1438993
1852661936077.6,81.1,197.081267,58657355,2772476,37130,2005,3954790
17084928927.4555,53.4,57.021075,18132702,694953,2828,2005,1949646
11204416000,75.4,244.099815,2677888,889365,8803,2005,21721
4571867441130.41,82,350.54321,126978754,717423,33916,2005,1947221
12588665303.244,74.5,60.437239,5332982,434718,9293,2005,2320998
57123671733.8952,65.3,5.610634,15451752,3793782,15619,2005,3102962
18737895401.1349,57.2,62.109569,35349040,343057,2240,2005,695958
106149546.398169,60.8,113.98642,92329,4062,1792,2005,2104
80797945205.4795,77.7,127.026038,2263604,126441,92665,2005,1267759
2460246796.05234,66.5,26.91658,5115470,659877,2370,2005,305941
2735558734.81409,60.1,24.891733,5745012,889183,2930,2005,16455
16903250777.8469,71.1,35.995868,2227559,273070,17192,2005,376725
21287562189.0547,77.3,389.722874,3986865,617217,12258,2005,754130
1368352570.25144,43.1,63.433597,1925844,144122,1810,2005,3769
550000000,58.4,33.947114,3269786,361548,470,2005,78219
47334148578.4164,75.4,3.297193,5801543,100544,26967,2005,625212
3659320086.68296,?,217.825,34852,2953,?,2005,18533
26125575942.2814,71.7,53.007786,3343268,417024,18256,2005,195223
36977365999.2538,80,179.597683,457847,46461,88944,2005,150391
12092284455.3182,78.67,16719.607143,468149,115147,64277,2005,259447
5039293030.82367,61.2,31.451653,18290394,147845,1393,2005,19070
3655892941.67281,48.5,135.212622,12747846,224606,609,2005,173395
143534102611.497,74.3,78.515063,25796124,1379807,17929,2005,1583398
1119806500,76.9,1070,304968,1762,8619,2005,42763
6245031690.06808,56.9,10.556867,12881384,749259,1483,2005,187038
5990648161.96588,80.7,1261.98125,397094,100121,25510,2005,24291
137744500,64.7,289.211111,52058,6475,3272,2005,2148
2184444848.97637,66.3,3.060141,3154087,99141,2955,2005,56084
6283796154.76327,72.4,605.051232,1222006,127711,12747,2005,18483
866346483685.297,75.1,56.456136,109747906,10515685,14961,2005,710313
2988338439.31553,69.5,125.150103,4157707,719070,3318,2005,168510
4280072625.97622,?,16904,33808,18977,52761,2005,11149
2523471601.79514,63.6,1.626231,2526447,42301,6047,2005,10804
2257118340.54619,75,45.669963,616389,150072,11090,2005,0
62343022650.8742,72.7,68.083081,30385479,2383048,5363,2005,43587
7723846194.87446,52.9,26.865734,21126676,628284,774,2005,128846
?,63.4,76.504077,49984704,1715050,2339,2005,72323
7261333794.60003,53.1,2.462104,2027026,59385,7279,2005,104029
?,?,505.75,10115,1898,6097,2005,2075
8130258976.02982,67.4,177.934057,25506847,1124981,1708,2005,644651
678533764457.157,79.6,483.408412,16331646,809685,43243,2005,1731449
?,74.62,12.636761,228683,5323,?,2005,51014
114719425473.492,79.8,15.699746,4134699,555142,31798,2005,803572
6321335612.22233,76.6,44.701072,5379327,429965,3740,2005,33219
3405134831.85049,55.9,10.646117,13485436,257619,788,2005,114444
112248324605.527,56.8,153.289308,139611303,781351,4130,2005,581729
?,70.2,197.768657,23813324,88429,1464,2005,37144
?,75.9,139.93913,64372,2730,?,2005,36049
308722079937.912,80.2,12.658054,4624388,174785,63573,2005,351024
31081924577.3732,76,8.099809,2506891,18117,41270,2005,638222
109502102510.883,62.2,198.936777,153356383,3892494,3910,2005,3167999
193300000,?,43.276087,19907,3427,14644,2005,5368
16374277900,77.2,44.650269,3319301,128921,11156,2005,116986
4865971718.29732,57.9,13.44103,6086905,4310,1822,2005,28640
8734653809.49561,74,14.587196,5795493,544803,6007,2005,164176
74947898079.8981,77.2,21.57063,27610406,983787,7499,2005,76449
103071585462.599,69.1,288.900201,86141373,3658561,4804,2005,189210
304410137536.702,75.1,124.589315,38463514,3006993,16900,2005,699220
197304513120.259,78.4,114.82814,10480085,1936066,26744,2005,766605
83914521340.5431,76.6,430.818715,3761143,1595892,37503,2005,337632
44530494505.4945,76.3,72.086477,836924,17779,119134,2005,624746
211388699291.133,79.7,60.384874,4203700,768255,47775,2005,589046
6258600713.82627,73.8,80.334015,2042894,461105,9247,2005,126296
6087002681.74095,56.4,10.257939,56089536,165860,556,2005,311670
99697566667.8107,72.4,92.702344,21407619,2141700,13941,2005,131038
764017107992.392,65.1,8.761071,143622566,10537488,18118,2005,11662954
2581465675.20506,59.6,365.149169,9008230,287179,973,2005,409872
543169962.962963,?,188.996154,49139,33521,21064,2005,3165
946681289,73.1,271.159016,165407,46513,10158,2005,7449
550728666.666667,70.4,278.84359,108749,55213,9337,2005,4116
465568018.300557,71.8,63.578799,179928,98788,5335,2005,5339
1375416604.48689,?,487.366667,29242,2912,53928,2005,4069
126194166.229261,65.5,159.527083,153146,29441,2321,2005,3360
328459608764.111,77.8,11.511069,24745230,180319,38892,2005,6283624
8707015771.00113,62.2,58.531107,11268994,472297,2106,2005,201695
26252007830.4639,73.2,85.076252,9186685,957622,10568,2005,844426
919103254.545455,72,180.217391,88747,9776,17803,2005,8568
1627854494.80246,52.3,70.258673,5071271,145835,1158,2005,148640
127417688055.756,80,6191.236575,4495531,226712,61921,2005,1526620
62493023255.814,74.3,111.700769,5385192,276429,19549,2005,129931
36346971769.6804,77.6,99.328401,1996522,122552,26677,2005,197118
413911362.345922,61.8,16.766917,469306,3063,1602,2005,2836
?,52.1,13.49657,8466938,1156112,616,2005,1159
257772766357.932,52.7,38.966658,48352951,617486,11133,2005,1179704
898137194716.188,78.7,497.03745,47605863,2015413,25541,2005,463564
?,55.3,?,8099908,243075,3221,2005,0
1157276458151.97,80.3,87.465497,43854761,1132062,33396,2005,4102922
24406252456.5141,73.9,308.929995,19526406,1139726,5843,2005,37860
?,?,512.977941,28591,23107,?,2005,11985
26524538565.7403,64.6,16.872858,31990003,1175176,2672,2005,504726
1793776693.10555,69.9,3.15384,491999,251863,12225,2005,19755
2584089443.80671,42.5,64.223372,1104642,40531,5618,2005,22239
389042298376.845,80.6,22.005098,9030163,271056,41184,2005,1034109
407535656039.19,81.3,188.195632,7408608,505447,51069,2005,1696818
28858965517.2414,75.5,98.778896,18132842,865435,5738,2005,551070
2312344310.51263,68,48.625714,6805655,548308,1719,2005,280136
16929976600.142,57.1,44.102055,39065600,238295,1848,2005,761657
189318499954.003,73.1,128.920067,65863973,631347,10901,2005,2163055
7706222000,71.7,32.891409,329243,33926,25397,2005,44923
624174723.713404,64.9,142.346047,1440542,58835,1552,2005,176630
2115154262.03025,56.8,102.559643,5578219,328523,1211,2005,184229
258739680.905816,70,140.080556,100858,48093,5006,2005,1212
15982282467.617,71.1,252.81345,1296933,316883,25439,2005,40571
32273007553.5687,76.2,64.553296,10102477,575664,8707,2005,28474
482979839089.015,76.2,88.17304,67860617,2832586,15176,2005,1210738
8104355716.8784,65.8,10.10329,4747839,230425,6505,2005,210315
?,?,27.842105,26450,1236,18734,2005,8149
21839543.633318,?,323.133333,9694,2932,2995,2005,142
?,78.52,308.18,107768,3803,?,2005,54504
9013834373.41246,53.5,140.345393,28042413,557002,1217,2005,649897
86142018069.3504,67.1,81.302686,46795313,5592569,7265,2005,4694360
180617018379.85,75.2,53.612153,4481976,104870,102324,2005,3183170
2418941818181.82,79,249.663977,60210012,4122100,36665,2005,5886598
13093726000000,77.6,32.254877,296139635,2304005,49762,2005,36124882
17362857683.8545,75.5,19.001303,3325608,296537,12978,2005,76365
14307509838.8053,68.5,61.511519,25922239,1762197,3030,2005,1246984
394962552.336108,62.7,17.175964,209375,7454,2610,2005,1810
145513489651.872,74.6,30.34875,26769115,415540,14981,2005,1070405
57633255739.3984,73.3,265.720966,84203817,2061699,3485,2005,47983
16753772447.794,64.6,38.836269,20504385,631864,4295,2005,137832
8331870169.14977,47.1,16.200905,12043591,177782,2620,2005,227993
5755215200,45.1,33.564477,12984418,409450,1689,2005,320377
15936800636.2487,53.6,42.830327,27962207,5003276,1637,2010,73174
11926953258.916,77.2,106.314635,2901883,1110296,9374,2010,46939
161207268840.911,76,15.130182,36036159,1633040,12494,2010,229831
?,72.8,278.18,55636,1975,?,2010,22991
3346317328.52461,84.7,179.614894,84419,7120,38982,2010,49544
82470913120.7314,57.6,17.020898,21219954,619310,7047,2010,64461
1135539037.03704,75.8,198.256818,87233,60397,20567,2010,26040
